Number,City,Gender,Age,Income,Illness
2590,Dallas,Male,42,61245,No
2591,Dallas,Female,58,60102,No
2592,Dallas,Female,45,34774,No
2593,Dallas,Female,38,32035,Yes
2594,Dallas,Female,29,41437,No
2595,Dallas,Female,35,30563,Yes
2596,Dallas,Female,55,21342,No
2597,Dallas,Female,46,28728,No
2598,Dallas,Male,56,38191,No
2599,Dallas,Female,38,35641,No
2600,Dallas,Female,61,39891,No
2601,Dallas,Male,45,47953,No
2602,Dallas,Male,57,59138,No
2603,Dallas,Male,34,52940,No
2604,Dallas,Female,52,65089,No
2605,Dallas,Female,46,36006,No
2606,Dallas,Female,32,23458,No
2607,Dallas,Male,61,54413,No
2608,Dallas,Male,57,50413,Yes
2609,Dallas,Male,59,40948,No
2610,Dallas,Male,39,24644,No
2611,Dallas,Female,42,38759,No
2612,Dallas,Male,47,43738,No
2613,Dallas,Female,46,41021,No
2614,Dallas,Male,61,47605,Yes
2615,Dallas,Male,26,60588,No
2616,Dallas,Male,27,40700,Yes
2617,Dallas,Male,58,70061,No
2618,Dallas,Male,38,57918,No
2619,Dallas,Male,29,26632,No
2620,Dallas,Male,50,39413,No
2621,Dallas,Female,52,52366,No
2622,Dallas,Female,42,31074,No
2623,Dallas,Female,47,39114,No
2624,Dallas,Male,50,56905,No
2625,Dallas,Male,37,53638,No
2626,Dallas,Female,32,38586,No
2627,Dallas,Male,61,52798,No
2628,Dallas,Male,55,55311,No
2629,Dallas,Female,37,53556,Yes
2630,Dallas,Male,35,54747,No
2631,Dallas,Male,43,31120,No
2632,Dallas,Male,26,44871,No
2633,Dallas,Male,51,43919,No
2634,Dallas,Male,48,42422,No
2635,Dallas,Male,44,48043,No
2636,Dallas,Male,53,40528,No
2637,Dallas,Female,44,29492,No
2638,Dallas,Male,52,61272,No
2639,Dallas,Female,59,43707,No
2640,Dallas,Female,51,41309,No
2641,Dallas,Male,29,49428,No
2642,Dallas,Female,46,43136,No
2643,Dallas,Male,47,45378,No
2644,Dallas,Female,61,35958,No
2645,Dallas,Male,34,41243,No
2646,Dallas,Female,28,70034,No
2647,Dallas,Female,58,34741,No
2648,Dallas,Female,48,27991,Yes
2649,Dallas,Male,64,43220,No
2650,Dallas,Male,40,32419,No
2651,Dallas,Male,25,59008,No
2652,Dallas,Female,32,47659,No
2653,Dallas,Male,26,51628,No
2654,Dallas,Female,30,26514,No
2655,Dallas,Male,30,48932,No
2656,Dallas,Male,43,67687,No
2657,Dallas,Female,43,18202,Yes
2658,Dallas,Female,30,58070,No
2659,Dallas,Female,47,48668,No
2660,Dallas,Female,65,46300,No
2661,Dallas,Female,52,41846,No
2662,Dallas,Male,52,44931,No
2663,Dallas,Male,52,60816,No
2664,Dallas,Male,61,43128,No
2665,Dallas,Female,41,40094,No
2666,Dallas,Female,59,55000,No
2667,Dallas,Male,51,49477,No
2668,Dallas,Male,57,58692,No
2669,Dallas,Female,28,56714,Yes
2670,Dallas,Male,30,40784,No
2671,Dallas,Male,40,42084,No
2672,Dallas,Male,27,53000,Yes
2673,Dallas,Male,55,38148,No
2674,Dallas,Female,38,29589,Yes
2675,Dallas,Female,41,37851,No
2676,Dallas,Female,39,48740,No
2677,Dallas,Male,35,58791,No
2678,Dallas,Male,49,55063,No
2679,Dallas,Female,59,47542,No
2680,Dallas,Male,33,39277,No
2681,Dallas,Male,26,48238,No
2682,Dallas,Female,25,40075,No
2683,Dallas,Female,47,38144,No
2684,Dallas,Male,57,59548,No
2685,Dallas,Male,38,44996,No
2686,Dallas,Female,30,47236,No
2687,Dallas,Male,53,34521,No
2688,Dallas,Female,41,45943,No
2689,Dallas,Male,43,48175,No
2690,Dallas,Female,61,46866,No
2691,Dallas,Female,52,52560,No
2692,Dallas,Female,26,35167,No
2693,Dallas,Female,59,33797,No
2694,Dallas,Female,29,33561,No
2695,Dallas,Male,35,40337,No
2696,Dallas,Female,34,46349,No
2697,Dallas,Male,26,36609,No
2698,Dallas,Female,43,29360,No
2699,Dallas,Female,37,27619,No
2700,Dallas,Male,45,48905,No
2701,Dallas,Male,26,42158,Yes
2702,Dallas,Female,52,38852,No
2703,Dallas,Male,49,54192,No
2704,Dallas,Female,63,31561,No
2705,Dallas,Female,51,35019,No
2706,Dallas,Female,48,47821,No
2707,Dallas,Female,50,36736,No
2708,Dallas,Female,59,42313,No
2709,Dallas,Female,25,40899,No
2710,Dallas,Male,47,45226,No
2711,Dallas,Female,32,28725,No
2712,Dallas,Female,50,33872,No
2713,Dallas,Male,26,66998,No
2714,Dallas,Female,55,31654,No
2715,Dallas,Male,34,54408,No
2716,Dallas,Female,30,51305,No
2717,Dallas,Male,43,53696,No
2718,Dallas,Male,43,37953,No
2719,Dallas,Female,46,36592,No
2720,Dallas,Male,57,47054,No
2721,Dallas,Male,61,54887,No
2722,Dallas,Male,63,60885,No
2723,Dallas,Female,33,34136,No
2724,Dallas,Female,37,37082,No
2725,Dallas,Female,37,16287,No
2726,Dallas,Female,34,44814,No
2727,Dallas,Female,61,40019,No
2728,Dallas,Male,34,46654,Yes
2729,Dallas,Male,55,25584,No
2730,Dallas,Male,53,67728,Yes
2731,Dallas,Female,57,46467,No
2732,Dallas,Male,61,53517,No
2733,Dallas,Female,63,41019,No
2734,Dallas,Male,27,49354,No
2735,Dallas,Female,61,25414,No
2736,Dallas,Male,48,62818,No
2737,Dallas,Female,51,37495,No
2738,Dallas,Male,50,63068,No
2739,Dallas,Male,39,25550,Yes
2740,Dallas,Female,52,49792,No
2741,Dallas,Male,60,38584,No
2742,Dallas,Male,51,55488,No
2743,Dallas,Male,64,62656,Yes
2744,Dallas,Male,52,46725,No
2745,Dallas,Female,39,31835,No
2746,Dallas,Male,43,35872,No
2747,Dallas,Male,62,52788,No
2748,Dallas,Male,40,39872,No
2749,Dallas,Male,59,30869,No
2750,Dallas,Male,37,58662,No
2751,Dallas,Male,33,50308,No
2752,Dallas,Male,64,40962,No
2753,Dallas,Female,61,40538,No
2754,Dallas,Male,39,50168,No
2755,Dallas,Female,55,32956,No
2756,Dallas,Female,39,33511,No
2757,Dallas,Male,57,44072,No
2758,Dallas,Male,42,39030,No
2759,Dallas,Male,48,35828,No
2760,Dallas,Female,48,30609,No
2761,Dallas,Male,49,59704,No
2762,Dallas,Female,63,50749,No
2763,Dallas,Female,60,44601,No
2764,Dallas,Male,32,52710,No
2765,Dallas,Male,35,47081,No
2766,Dallas,Male,49,48157,No
2767,Dallas,Female,57,27887,No
2768,Dallas,Male,45,46434,No
2769,Dallas,Female,47,59917,Yes
2770,Dallas,Male,43,29042,Yes
2771,Dallas,Male,25,48366,No
2772,Dallas,Male,28,60536,No
2773,Dallas,Female,46,38604,Yes
2774,Dallas,Male,30,45667,Yes
2775,Dallas,Male,65,33196,No
2776,Dallas,Female,44,52870,No
2777,Dallas,Male,60,68764,No
2778,Dallas,Male,34,46606,No
2779,Dallas,Female,47,37888,No
2780,Dallas,Male,47,35489,No
2781,Dallas,Male,37,54487,No
2782,Dallas,Male,47,79149,Yes
2783,Dallas,Male,54,37431,No
2784,Dallas,Female,39,20720,No
2785,Dallas,Male,62,43242,No
2786,Dallas,Male,48,59203,No
2787,Dallas,Male,47,45844,No
2788,Dallas,Female,29,40562,No
2789,Dallas,Female,65,54964,No
2790,Dallas,Male,27,73955,No
2791,Dallas,Female,33,50918,Yes
2792,Dallas,Female,48,36650,No
2793,Dallas,Female,43,37431,No
2794,Dallas,Male,47,39245,No
2795,Dallas,Female,28,50636,No
2796,Dallas,Female,65,49483,No
2797,Dallas,Female,64,44980,No
2798,Dallas,Male,25,61385,No
2799,Dallas,Female,57,40327,No
2800,Dallas,Male,36,37330,No
2801,Dallas,Male,25,58692,Yes
2802,Dallas,Male,41,34330,Yes
2803,Dallas,Female,45,48062,No
2804,Dallas,Male,51,72336,No
2805,Dallas,Male,39,43594,No
2806,Dallas,Female,49,36913,No
2807,Dallas,Male,33,42426,No
2808,Dallas,Female,50,48660,No
2809,Dallas,Female,56,34532,No
2810,Dallas,Female,40,37452,No
2811,Dallas,Male,56,53229,No
2812,Dallas,Male,62,53100,No
2813,Dallas,Male,42,50056,No
2814,Dallas,Female,55,58730,No
2815,Dallas,Female,38,42662,No
2816,Dallas,Male,40,43601,Yes
2817,Dallas,Female,31,22963,No
2818,Dallas,Male,28,33189,No
2819,Dallas,Female,43,31155,No
2820,Dallas,Female,61,40909,No
2821,Dallas,Male,30,52089,No
2822,Dallas,Female,62,22321,No
2823,Dallas,Male,42,45373,No
2824,Dallas,Male,56,25455,No
2825,Dallas,Male,53,46266,No
2826,Dallas,Male,52,41348,No
2827,Dallas,Female,40,30051,No
2828,Dallas,Male,44,40718,Yes
2829,Dallas,Male,45,63999,Yes
2830,Dallas,Male,59,56893,No
2831,Dallas,Male,63,59749,No
2832,Dallas,Male,47,50233,No
2833,Dallas,Male,26,45457,No
2834,Dallas,Male,40,52988,No
2835,Dallas,Male,27,43507,No
2836,Dallas,Female,29,39479,No
2837,Dallas,Female,38,34785,No
2838,Dallas,Male,56,54005,No
2839,Dallas,Female,42,23756,No
2840,Dallas,Male,42,58642,No
2841,Dallas,Male,59,42058,No
2842,Dallas,Female,59,47108,No
2843,Dallas,Female,32,27743,No
2844,Dallas,Female,50,27205,No
2845,Dallas,Female,56,30638,No
2846,Dallas,Male,50,75127,No
2847,Dallas,Male,38,50933,No
2848,Dallas,Male,26,52547,No
2849,Dallas,Male,64,56760,No
2850,Dallas,Female,49,33778,No
2851,Dallas,Female,43,21985,No
2852,Dallas,Male,63,52694,No
2853,Dallas,Male,36,60303,No
2854,Dallas,Female,49,45004,No
2855,Dallas,Male,61,52123,No
2856,Dallas,Female,28,40603,No
2857,Dallas,Male,35,41142,No
2858,Dallas,Male,56,52163,Yes
2859,Dallas,Male,26,53316,No
2860,Dallas,Female,51,42763,Yes
2861,Dallas,Female,26,38327,Yes
2862,Dallas,Male,34,53327,No
2863,Dallas,Female,53,44180,No
2864,Dallas,Female,31,45185,No
2865,Dallas,Male,35,59726,No
2866,Dallas,Male,47,54306,No
2867,Dallas,Male,35,51008,No
2868,Dallas,Male,26,48233,No
2869,Dallas,Male,58,42609,No
2870,Dallas,Male,38,52476,No
2871,Dallas,Female,33,35442,No
2872,Dallas,Female,35,43371,No
2873,Dallas,Male,39,60268,No
2874,Dallas,Male,54,67042,No
2875,Dallas,Male,27,36624,No
2876,Dallas,Male,37,48293,No
2877,Dallas,Female,34,50248,No
2878,Dallas,Female,63,43231,No
2879,Dallas,Male,40,34828,No
2880,Dallas,Female,62,35078,No
2881,Dallas,Male,61,71918,No
2882,Dallas,Male,28,59918,No
2883,Dallas,Male,48,50260,No
2884,Dallas,Male,29,54875,No
2885,Dallas,Male,51,43604,No
2886,Dallas,Female,56,55115,Yes
2887,Dallas,Male,65,37172,No
2888,Dallas,Female,55,29191,Yes
2889,Dallas,Female,49,36986,No
2890,Dallas,Female,40,32543,No
2891,Dallas,Male,28,42537,No
2892,Dallas,Male,27,41308,No
2893,Dallas,Male,56,49958,No
2894,Dallas,Male,59,49742,No
2895,Dallas,Female,30,30422,No
2896,Dallas,Male,42,63058,No
2897,Dallas,Male,62,49498,No
2898,Dallas,Female,28,45354,No
2899,Dallas,Male,35,63692,No
2900,Dallas,Female,26,38171,No
2901,Dallas,Male,52,54463,No
2902,Dallas,Female,38,44888,No
2903,Dallas,Female,26,50304,No
2904,Dallas,Male,37,41374,No
2905,Dallas,Female,28,47180,No
2906,Dallas,Female,51,42278,No
2907,Dallas,Female,36,21670,No
2908,Dallas,Female,29,37690,No
2909,Dallas,Female,39,25684,No
2910,Dallas,Male,29,56479,No
2911,Dallas,Male,37,52265,No
2912,Dallas,Female,43,43344,No
2913,Dallas,Female,40,16786,Yes
2914,Dallas,Female,38,59607,No
2915,Dallas,Male,58,70308,No
2916,Dallas,Male,29,36823,No
2917,Dallas,Male,37,68419,No
2918,Dallas,Male,57,36859,No
2919,Dallas,Male,46,52527,No
2920,Dallas,Male,36,55136,No
2921,Dallas,Female,39,30617,No
2922,Dallas,Female,59,43502,Yes
2923,Dallas,Female,56,42755,No
2924,Dallas,Male,60,57229,No
2925,Dallas,Male,47,62177,No
2926,Dallas,Female,32,36111,No
2927,Dallas,Male,35,42481,No
2928,Dallas,Male,36,72600,No
2929,Dallas,Male,62,35389,No
2930,Dallas,Female,41,46806,No
2931,Dallas,Male,26,59115,No
2932,Dallas,Male,50,72797,No
2933,Dallas,Female,27,49868,No
2934,Dallas,Male,38,59934,No
2935,Dallas,Female,37,41204,No
2936,Dallas,Male,63,36470,No
2937,Dallas,Male,64,37532,No
2938,Dallas,Female,45,40668,No
2939,Dallas,Female,61,40132,No
2940,Dallas,Male,61,36812,No
2941,Dallas,Male,49,59382,No
2942,Dallas,Male,53,44623,No
2943,Dallas,Male,29,38010,No
2944,Dallas,Female,27,54442,No
2945,Dallas,Female,59,47420,No
2946,Dallas,Female,59,35407,No
2947,Dallas,Female,41,17036,No
2948,Dallas,Female,41,43995,No
2949,Dallas,Male,44,63047,Yes
2950,Dallas,Female,44,50999,Yes
2951,Dallas,Male,42,36620,No
2952,Dallas,Male,52,36351,Yes
2953,Dallas,Female,30,27252,No
2954,Dallas,Male,28,47197,No
2955,Dallas,Male,45,45270,No
2956,Dallas,Male,57,69633,Yes
2957,Dallas,Female,31,41609,No
2958,Dallas,Male,52,34401,No
2959,Dallas,Female,31,46919,No
2960,Dallas,Female,57,24597,No
2961,Dallas,Female,46,44668,No
2962,Dallas,Female,52,40466,No
2963,Dallas,Female,60,49629,No
2964,Dallas,Male,42,41318,No
2965,Dallas,Female,27,60480,No
2966,Dallas,Female,34,31864,No
2967,Dallas,Female,31,34027,No
2968,Dallas,Male,46,42344,No
2969,Dallas,Male,43,43930,No
2970,Dallas,Female,27,42487,No
2971,Dallas,Female,41,28922,No
2972,Dallas,Male,46,52259,No
2973,Dallas,Female,51,43488,No
2974,Dallas,Female,63,40206,No
2975,Dallas,Male,31,48883,Yes
2976,Dallas,Female,52,30703,No
2977,Dallas,Female,63,40538,Yes
2978,Dallas,Female,30,34265,No
2979,Dallas,Female,51,50151,No
2980,Dallas,Female,28,44154,No
2981,Dallas,Male,27,27683,No
2982,Dallas,Male,57,35707,No
2983,Dallas,Male,50,40376,No
2984,Dallas,Male,64,45238,No
2985,Dallas,Male,49,43623,No
2986,Dallas,Female,30,35515,No
2987,Dallas,Female,51,28970,No
2988,Dallas,Male,28,32799,No
2989,Dallas,Male,59,44184,No
2990,Dallas,Female,45,33297,No
2991,Dallas,Male,61,57331,No
2992,Dallas,Female,58,31630,No
2993,Dallas,Male,53,60234,No
2994,Dallas,Female,56,40357,No
2995,Dallas,Female,42,20045,No
2996,Dallas,Female,27,56016,No
2997,Dallas,Male,56,41010,No
2998,Dallas,Female,33,42613,No
2999,Dallas,Female,57,50035,No
3000,Dallas,Female,26,41634,No
3001,Dallas,Female,42,22063,Yes
3002,Dallas,Female,26,29081,No
3003,Dallas,Male,31,45445,No
3004,Dallas,Male,41,58025,No
3005,Dallas,Female,27,26036,No
3006,Dallas,Female,43,13669,No
3007,Dallas,Male,26,43200,No
3008,Dallas,Male,55,50470,No
3009,Dallas,Male,35,43550,No
3010,Dallas,Male,51,35433,No
3011,Dallas,Female,63,46084,No
3012,Dallas,Male,61,53896,No
3013,Dallas,Female,29,31538,Yes
3014,Dallas,Female,61,40061,No
3015,Dallas,Male,55,45954,No
3016,Dallas,Male,49,56755,No
3017,Dallas,Male,52,47541,No
3018,Dallas,Male,27,41039,No
3019,Dallas,Female,34,62192,No
3020,Dallas,Male,37,51299,No
3021,Dallas,Female,50,53668,No
3022,Dallas,Female,61,49640,No
3023,Dallas,Male,50,30442,No
3024,Dallas,Female,38,11495,No
3025,Dallas,Male,38,50090,No
3026,Dallas,Female,25,39023,No
3027,Dallas,Male,51,59571,No
3028,Dallas,Male,51,55041,No
3029,Dallas,Male,26,47898,No
3030,Dallas,Male,43,48788,No
3031,Dallas,Female,46,56845,No
3032,Dallas,Female,45,39864,No
3033,Dallas,Female,46,23309,No
3034,Dallas,Female,44,57022,No
3035,Dallas,Female,39,72143,No
3036,Dallas,Male,62,48324,No
3037,Dallas,Male,37,59321,No
3038,Dallas,Male,35,36978,No
3039,Dallas,Male,63,33800,No
3040,Dallas,Male,40,55475,Yes
3041,Dallas,Male,53,53811,No
3042,Dallas,Female,55,33610,No
3043,Dallas,Female,40,46891,Yes
3044,Dallas,Female,51,54141,No
3045,Dallas,Female,61,33297,No
3046,Dallas,Female,52,48498,No
3047,Dallas,Female,38,14155,No
3048,Dallas,Female,46,48187,Yes
3049,Dallas,Male,45,35806,No
3050,Dallas,Male,61,42072,No
3051,Dallas,Male,58,53346,No
3052,Dallas,Female,27,43328,No
3053,Dallas,Male,42,37488,No
3054,Dallas,Male,62,41875,No
3055,Dallas,Female,44,54497,No
3056,Dallas,Male,54,48016,No
3057,Dallas,Female,37,36398,No
3058,Dallas,Female,29,49986,No
3059,Dallas,Female,54,34238,No
3060,Dallas,Male,57,56003,No
3061,Dallas,Female,35,44114,Yes
3062,Dallas,Female,35,38232,No
3063,Dallas,Male,41,45674,No
3064,Dallas,Male,48,59438,No
3065,Dallas,Male,42,48037,No
3066,Dallas,Male,49,49961,No
3067,Dallas,Female,25,15929,No
3068,Dallas,Female,60,44042,No
3069,Dallas,Male,32,70102,No
3070,Dallas,Female,56,39231,No
3071,Dallas,Male,29,53911,No
3072,Dallas,Male,47,59074,No
3073,Dallas,Female,31,42544,No
3074,Dallas,Male,41,47216,No
3075,Dallas,Male,65,69399,No
3076,Dallas,Male,26,48845,No
3077,Dallas,Male,38,38546,No
3078,Dallas,Male,62,68505,No
3079,Dallas,Male,42,38633,No
3080,Dallas,Female,42,40451,No
3081,Dallas,Female,31,49695,No
3082,Dallas,Female,52,39431,No
3083,Dallas,Male,54,50848,No
3084,Dallas,Male,33,48439,No
3085,Dallas,Male,54,49191,No
3086,Dallas,Male,49,34824,No
3087,Dallas,Female,51,8812,No
3088,Dallas,Male,57,67143,No
3089,Dallas,Female,45,33477,No
3090,Dallas,Female,43,30750,Yes
3091,Dallas,Male,43,45540,Yes
3092,Dallas,Male,33,66603,No
3093,Dallas,Female,28,30261,No
3094,Dallas,Female,47,28100,No
3095,Dallas,Female,59,29411,No
3096,Dallas,Female,35,27340,No
3097,Dallas,Female,45,25855,No
3098,Dallas,Male,26,51293,No
3099,Dallas,Female,46,56170,No
3100,Dallas,Male,25,39646,No
3101,Dallas,Male,42,47898,No
3102,Dallas,Female,39,48773,No
3103,Dallas,Female,60,36073,No
3104,Dallas,Female,35,36996,No
3105,Dallas,Female,49,48985,Yes
3106,Dallas,Male,25,48504,No
3107,Dallas,Female,42,51689,No
3108,Dallas,Male,38,33470,Yes
3109,Dallas,Male,52,50892,No
3110,Dallas,Male,50,54818,No
3111,Dallas,Female,62,34728,No
3112,Dallas,Female,64,42914,No
3113,Dallas,Male,65,54179,No
3114,Dallas,Female,57,39443,No
3115,Dallas,Male,36,56494,No
3116,Dallas,Male,62,65030,No
3117,Dallas,Male,51,36225,No
3118,Dallas,Male,58,44758,No
3119,Dallas,Female,63,44865,No
3120,Dallas,Male,41,30582,No
3121,Dallas,Male,44,28810,No
3122,Dallas,Male,27,36240,Yes
3123,Dallas,Female,55,43884,No
3124,Dallas,Female,31,38189,No
3125,Dallas,Female,52,39339,No
3126,Dallas,Male,59,65862,No
3127,Dallas,Male,49,40915,No
3128,Dallas,Female,39,49966,No
3129,Dallas,Male,32,50312,No
3130,Dallas,Female,46,28658,No
3131,Dallas,Female,60,45571,No
3132,Dallas,Female,35,52321,No
3133,Dallas,Male,51,64027,No
3134,Dallas,Male,37,51044,No
3135,Dallas,Male,49,44501,No
3136,Dallas,Male,55,57043,Yes
3137,Dallas,Male,59,43415,No
3138,Dallas,Female,29,51554,No
3139,Dallas,Female,32,19436,No
3140,Dallas,Female,64,23986,No
3141,Dallas,Male,27,52924,No
3142,Dallas,Female,36,41626,No
3143,Dallas,Female,37,50294,No
3144,Dallas,Male,37,43923,No
3145,Dallas,Female,45,53009,No
3146,Dallas,Female,43,35380,No
3147,Dallas,Female,45,39737,No
3148,Dallas,Female,39,53445,No
3149,Dallas,Female,62,20041,No
3150,Dallas,Male,50,55370,No
3151,Dallas,Male,53,46980,No
3152,Dallas,Male,59,63072,No
3153,Dallas,Female,32,43297,No
3154,Dallas,Female,39,44574,No
3155,Dallas,Male,57,43769,No
3156,Dallas,Female,46,21084,No
3157,Dallas,Female,41,44385,No
3158,Dallas,Female,38,32396,No
3159,Dallas,Female,48,33993,No
3160,Dallas,Female,53,30270,No
3161,Dallas,Male,64,54217,No
3162,Dallas,Female,48,42949,No
3163,Dallas,Male,26,58560,No
3164,Dallas,Male,39,56125,No
3165,Dallas,Male,35,40739,No
3166,Dallas,Male,60,56536,No
3167,Dallas,Male,57,54641,No
3168,Dallas,Female,33,45645,No
3169,Dallas,Male,62,42446,No
3170,Dallas,Female,26,36957,No
3171,Dallas,Male,41,42049,No
3172,Dallas,Male,50,62666,No
3173,Dallas,Male,30,57444,No
3174,Dallas,Female,61,46246,No
3175,Dallas,Male,62,62008,No
3176,Dallas,Male,45,51997,No
3177,Dallas,Male,55,59669,No
3178,Dallas,Female,28,18779,No
3179,Dallas,Female,46,48119,No
3180,Dallas,Male,57,52001,No
3181,Dallas,Female,56,28561,No
3182,Dallas,Male,32,39460,No
3183,Dallas,Female,42,44223,No
3184,Dallas,Female,46,27404,No
3185,Dallas,Female,61,29597,No
3186,Dallas,Male,60,36426,No
3187,Dallas,Male,52,56818,No
3188,Dallas,Female,49,44082,No
3189,Dallas,Male,45,57413,No
3190,Dallas,Male,57,42336,No
3191,Dallas,Male,56,28871,No
3192,Dallas,Male,44,39416,No
3193,Dallas,Female,64,52002,No
3194,Dallas,Male,32,58105,No
3195,Dallas,Male,47,54219,No
3196,Dallas,Male,51,70316,No
3197,Dallas,Female,34,36020,No
3198,Dallas,Male,59,53740,No
3199,Dallas,Female,33,36803,No
3200,Dallas,Female,60,21119,No
3201,Dallas,Female,51,36367,No
3202,Dallas,Female,29,44219,No
3203,Dallas,Female,51,43993,No
3204,Dallas,Male,30,43989,Yes
3205,Dallas,Female,62,28901,No
3206,Dallas,Male,48,43883,No
3207,Dallas,Male,43,56092,No
3208,Dallas,Male,43,43426,No
3209,Dallas,Female,34,33883,No
3210,Dallas,Male,28,46978,No
3211,Dallas,Male,50,57773,No
3212,Dallas,Female,27,30231,No
3213,Dallas,Male,39,58407,Yes
3214,Dallas,Male,53,53848,No
3215,Dallas,Male,64,39625,No
3216,Dallas,Male,40,33271,No
3217,Dallas,Male,37,60441,No
3218,Dallas,Male,56,57242,No
3219,Dallas,Female,38,39922,No
3220,Dallas,Male,52,53014,No
3221,Dallas,Male,30,54319,No
3222,Dallas,Male,30,40707,No
3223,Dallas,Male,55,37577,No
3224,Dallas,Male,60,41760,No
3225,Dallas,Male,54,43122,No
3226,Dallas,Male,32,36118,Yes
3227,Dallas,Male,25,28855,No
3228,Dallas,Female,50,51321,No
3229,Dallas,Female,32,28186,No
3230,Dallas,Female,49,43131,No
3231,Dallas,Female,59,27399,Yes
3232,Dallas,Male,54,46714,No
3233,Dallas,Female,36,50931,Yes
3234,Dallas,Female,47,30597,No
3235,Dallas,Female,43,41576,No
3236,Dallas,Male,37,58949,Yes
3237,Dallas,Female,39,40761,No
3238,Dallas,Male,48,65067,No
3239,Dallas,Male,31,49963,No
3240,Dallas,Male,47,52236,No
3241,Dallas,Male,59,35828,No
3242,Dallas,Female,58,49450,No
3243,Dallas,Female,58,31761,No
3244,Dallas,Male,59,63988,No
3245,Dallas,Male,62,42922,No
3246,Dallas,Male,45,60934,No
3247,Dallas,Female,46,40494,No
3248,Dallas,Male,48,58315,No
3249,Dallas,Female,53,45635,No
3250,Dallas,Male,35,43519,No
3251,Dallas,Female,63,34392,No
3252,Dallas,Female,32,37921,No
3253,Dallas,Female,45,55833,Yes
3254,Dallas,Female,31,51673,No
3255,Dallas,Female,50,28949,No
3256,Dallas,Male,41,50535,Yes
3257,Dallas,Female,60,47986,No
3258,Dallas,Female,40,43623,No
3259,Dallas,Female,32,25713,No
3260,Dallas,Male,28,57468,No
3261,Dallas,Female,27,40057,No
3262,Dallas,Male,55,45889,No
3263,Dallas,Female,33,37385,No
3264,Dallas,Female,42,29838,Yes
3265,Dallas,Male,49,52516,No
3266,Dallas,Female,40,44857,No
3267,Dallas,Female,49,41058,Yes
3268,Dallas,Male,51,36285,Yes
3269,Dallas,Female,54,36757,No
3270,Dallas,Male,31,52635,No
3271,Dallas,Female,61,21303,No
